subject_id,subject_cluster,ref_cluster
146432,4,7
107018,6,0
107018,2,1
107018,5,2
107018,0,3
107018,1,4
107018,7,5
107018,3,6
107018,4,7
654754,7,0
654754,3,1
654754,4,2
654754,1,3
654754,6,4
654754,0,6
654754,2,7
561444,0,0
561444,7,1
561444,2,2
561444,3,3
561444,5,4
561444,1,5
561444,4,6
561444,6,7
190031,1,0
190031,0,1
190031,7,3
190031,2,4
190031,4,6
190031,6,7
803240,3,0
803240,0,1
803240,4,2
803240,1,3
803240,6,5
803240,7,6
803240,5,7
208125,5,0
208125,2,1
208125,6,2
208125,7,3
208125,4,4
208125,1,5
208125,3,6
208125,0,7
695768,0,0
695768,5,1
695768,3,3
695768,4,4
695768,6,5
695768,1,6
695768,2,7
105923,1,0
105923,3,1
105923,7,2
105923,6,3
105923,5,4
105923,2,5
105923,0,6
105923,4,7
548250,0,0
548250,7,1
548250,2,2
548250,4,3
548250,5,4
548250,6,5
548250,3,6
548250,1,7
887373,4,0
887373,5,1
887373,0,2
887373,6,3
887373,7,4
887373,3,5
887373,1,6
887373,2,7
687163,0,0
687163,3,1
687163,7,2
687163,4,3
687163,1,4
687163,2,5
687163,5,6
687163,6,7
567052,6,0
567052,2,1
567052,1,2
567052,4,3
567052,7,4
567052,0,5
567052,3,6
567052,5,7
100206,3,0
100206,6,1
100206,5,2
100206,7,3
100206,0,4
100206,1,5
100206,2,6
100206,4,7
126325,0,0
126325,2,1
126325,7,2
126325,3,3
126325,4,4
126325,5,5
126325,1,6
126325,6,7
186040,0,0
186040,3,1
186040,6,3
186040,1,4
186040,5,5
186040,7,6
186040,2,7
878776,3,0
878776,4,1
878776,7,2
878776,1,3
878776,5,4
878776,6,5
878776,0,6
878776,2,7
138130,5,0
138130,7,1
138130,4,2
138130,2,3
138130,3,4
138130,1,5
138130,6,7
246133,2,0
246133,1,1
246133,7,2
246133,3,3
246133,4,4
246133,5,5
246133,0,6
246133,6,7
737960,7,0
737960,1,1
737960,3,2
737960,4,3
737960,5,6
737960,6,7
186848,4,0
186848,2,1
186848,7,2
186848,6,3
186848,0,4
186848,5,5
186848,1,6
186848,3,7
759869,1,0
759869,0,1
759869,7,2
759869,4,3
759869,5,4
759869,3,5
759869,6,6
759869,2,7
105014,7,0
105014,6,1
105014,3,2
105014,0,3
105014,1,4
105014,2,5
105014,5,6
105014,4,7
189349,1,0
189349,7,1
189349,5,2
189349,0,3
189349,2,4
189349,3,5
189349,4,6
189349,6,7
547046,5,0
547046,4,1
547046,7,2
547046,3,3
547046,1,4
547046,0,5
547046,2,6
547046,6,7
206525,7,0
206525,6,1
206525,1,2
206525,3,3
206525,2,4
206525,5,5
206525,4,6
206525,0,7
492754,2,0
492754,1,1
492754,7,2
492754,3,3
492754,4,4
492754,6,5
492754,5,6
492754,0,7
114823,4,0
114823,6,1
114823,2,2
114823,1,3
114823,5,5
114823,7,6
114823,0,7
559457,2,0
559457,1,1
559457,0,3
559457,7,4
559457,6,5
559457,5,6
559457,4,7
198249,6,0
198249,2,1
198249,0,2
198249,1,3
198249,7,4
198249,4,5
198249,3,6
198249,5,7
152831,2,0
152831,6,1
152831,4,2
152831,0,3
152831,5,4
152831,1,5
152831,3,6
152831,7,7
206222,3,0
206222,4,1
206222,1,2
206222,0,3
206222,5,4
206222,7,6
206222,2,7
141422,5,0
141422,1,1
141422,3,2
141422,0,3
141422,7,4
141422,6,5
141422,4,6
141422,2,7
996782,5,0
996782,4,1
996782,6,2
996782,1,3
996782,7,4
996782,0,5
996782,2,6
996782,3,7
237334,7,0
237334,0,1
237334,1,2
237334,3,3
237334,6,4
237334,5,5
237334,4,6
237334,2,7
139637,5,0
139637,3,1
139637,0,2
139637,4,3
139637,1,4
139637,2,6
139637,7,7
161327,1,0
161327,6,1
161327,7,2
161327,3,3
161327,2,4
161327,5,5
161327,0,6
161327,4,7
150726,5,0
150726,6,1
150726,7,2
150726,3,3
150726,2,4
150726,0,5
150726,1,6
150726,4,7
744553,4,0
744553,5,1
744553,0,2
744553,2,3
744553,6,5
744553,3,6
744553,7,7
148840,1,1
148840,4,2
148840,5,3
148840,6,4
148840,7,6
148840,0,7
904044,4,0
904044,7,1
904044,2,2
904044,1,3
904044,3,4
904044,5,5
904044,6,6
904044,0,7
590047,5,0
590047,1,1
590047,3,2
590047,6,3
590047,2,4
590047,7,6
590047,4,7
122317,4,0
122317,1,1
122317,7,2
122317,5,3
122317,0,4
122317,3,6
122317,2,7
202820,0,0
202820,7,1
202820,2,2
202820,5,3
202820,1,4
202820,4,5
202820,6,6
202820,3,7
346137,6,0
346137,0,1
346137,2,2
346137,1,3
346137,5,4
346137,7,6
793465,5,0
793465,0,1
793465,1,2
793465,4,3
793465,2,4
793465,3,5
793465,6,6
793465,7,7
180836,1,0
180836,3,1
180836,2,2
180836,4,3
180836,7,4
180836,5,5
180836,0,6
180836,6,7
157437,4,0
157437,0,1
157437,3,2
157437,7,3
157437,2,4
157437,5,5
157437,1,6
157437,6,7
200210,0,0
200210,6,1
200210,7,3
200210,2,4
200210,4,5
200210,1,6
200210,5,7
173738,4,0
173738,0,1
173738,5,2
173738,6,3
173738,7,5
173738,1,6
173738,2,7
200917,0,0
200917,2,1
200917,5,2
200917,3,3
200917,1,4
200917,6,5
200917,7,6
200917,4,7
869472,0,0
869472,2,1
869472,3,2
869472,1,3
869472,5,4
869472,6,5
869472,7,6
869472,4,7
748662,1,0
748662,0,1
748662,2,2
748662,7,3
748662,3,4
748662,6,6
748662,4,7
123824,3,0
123824,7,1
123824,5,2
123824,4,3
123824,2,4
123824,6,5
123824,1,6
123824,0,7
356948,4,0
356948,7,1
356948,1,2
356948,3,3
356948,0,4
356948,2,5
356948,6,6
356948,5,7
212419,6,0
212419,1,1
212419,7,2
212419,2,3
212419,3,4
212419,5,6
212419,0,7
133928,1,1
133928,5,2
133928,0,3
133928,7,4
133928,6,6
133928,4,7
724446,5,0
724446,3,1
724446,7,2
724446,0,3
724446,4,4
724446,1,5
724446,6,6
724446,2,7
149741,5,0
149741,6,1
149741,1,2
149741,3,3
149741,0,4
149741,7,5
149741,4,6
149741,2,7
159138,3,0
159138,4,1
159138,1,2
159138,6,3
159138,0,4
159138,2,5
159138,5,6
159138,7,7
524135,6,0
524135,2,1
524135,5,3
524135,1,4
524135,3,5
524135,7,6
524135,4,7
685058,5,0
685058,6,1
685058,2,2
685058,1,3
685058,0,5
685058,3,6
685058,4,7
748258,7,0
748258,0,1
748258,4,2
748258,3,3
748258,6,4
748258,2,5
748258,5,6
748258,1,7
130821,2,0
130821,0,1
130821,5,2
130821,1,3
130821,7,4
130821,6,5
130821,4,6
130821,3,7
927359,3,0
927359,6,1
927359,1,2
927359,4,3
927359,0,4
927359,5,6
927359,2,7
151728,2,0
151728,0,1
151728,1,2
151728,4,3
151728,3,4
151728,5,5
151728,7,6
151728,6,7
387959,3,0
387959,2,1
387959,5,3
387959,7,4
387959,0,5
387959,6,6
387959,4,7
145127,0,0
145127,4,1
145127,3,2
145127,1,3
145127,5,4
145127,6,5
145127,2,6
145127,7,7
175742,2,0
175742,1,1
175742,0,2
175742,7,3
175742,5,4
175742,6,5
175742,3,6
175742,4,7
101915,2,0
101915,0,1
101915,7,2
101915,3,3
101915,6,4
101915,4,5
101915,5,6
101915,1,7
110007,2,0
110007,1,1
110007,6,2
110007,5,3
110007,7,4
110007,4,5
110007,3,6
110007,0,7
580347,2,0
580347,5,1
580347,0,2
580347,3,3
580347,7,4
580347,6,5
580347,1,6
580347,4,7
728454,6,0
728454,2,1
728454,3,2
728454,4,3
728454,5,4
728454,7,5
728454,0,6
728454,1,7
104012,6,0
104012,5,1
104012,7,2
104012,1,3
104012,0,4
104012,2,5
104012,3,6
104012,4,7
211922,5,0
211922,1,1
211922,2,2
211922,0,3
211922,4,4
211922,6,5
211922,3,6
211922,7,7
108222,4,0
108222,3,1
108222,5,2
108222,6,3
108222,2,4
108222,7,6
108222,0,7
209127,0,0
209127,2,1
209127,5,2
209127,3,3
209127,4,4
209127,7,5
209127,6,6
209127,1,7
456346,1,0
456346,7,1
456346,0,2
456346,6,3
456346,5,4
456346,3,5
456346,4,6
456346,2,7
151829,6,0
151829,1,1
151829,5,2
151829,2,4
151829,3,5
151829,7,6
151829,4,7
202113,1,0
202113,2,1
202113,4,2
202113,7,3
202113,3,4
202113,5,5
202113,0,6
202113,6,7
773257,1,0
773257,6,1
773257,2,2
773257,0,3
773257,3,4
773257,5,5
773257,4,6
773257,7,7
397760,2,0
397760,5,1
397760,1,2
397760,6,3
397760,7,4
397760,3,5
397760,0,6
397760,4,7
201111,3,0
201111,2,1
201111,0,2
201111,1,3
201111,4,4
201111,5,5
201111,6,6
201111,7,7
128935,1,0
128935,2,1
128935,5,2
128935,3,3
128935,4,4
128935,6,5
128935,7,6
128935,0,7
162733,3,0
162733,1,1
162733,0,2
162733,6,3
162733,4,4
162733,2,6
162733,5,7
395958,6,0
395958,1,1
395958,2,2
395958,4,3
395958,5,4
395958,3,6
395958,0,7
531536,2,0
531536,1,1
531536,3,2
531536,7,3
531536,6,4
531536,5,5
531536,4,6
531536,0,7
151324,6,0
151324,5,1
151324,0,2
151324,1,3
151324,4,4
151324,2,5
151324,7,6
151324,3,7
171330,5,0
171330,6,1
171330,3,2
171330,4,3
171330,7,4
171330,2,6
171330,0,7
870861,6,0
870861,5,1
870861,1,2
870861,2,3
870861,3,4
870861,4,6
870861,0,7
172130,3,0
172130,6,1
172130,1,2
172130,4,3
172130,2,4
172130,7,5
172130,5,6
172130,0,7
406432,4,0
406432,5,1
406432,2,2
406432,1,3
406432,7,4
406432,3,5
406432,6,6
406432,0,7
680250,5,0
680250,2,1
680250,3,2
680250,4,3
680250,7,4
680250,1,5
680250,6,6
680250,0,7
933253,4,0
933253,6,1
933253,0,3
933253,1,4
933253,5,5
933253,2,6
933253,7,7
957974,1,0
957974,2,1
957974,4,2
957974,7,3
957974,3,4
957974,6,5
957974,0,6
957974,5,7
146331,6,0
146331,7,1
146331,3,2
146331,0,3
146331,4,4
146331,5,6
146331,2,7
917558,3,0
917558,4,1
917558,1,2
917558,7,3
917558,5,4
917558,2,5
917558,0,6
917558,6,7
119732,6,0
119732,3,1
119732,5,2
119732,1,3
119732,2,4
119732,7,5
119732,4,6
119732,0,7
727654,6,0
727654,4,1
727654,7,2
727654,3,3
727654,5,4
727654,2,5
727654,0,6
727654,1,7
133827,2,0
133827,1,1
133827,6,2
133827,4,3
133827,5,6
133827,7,7
124220,2,0
124220,6,1
124220,1,2
124220,5,3
124220,0,4
124220,4,5
124220,7,6
124220,3,7
135528,5,0
135528,1,1
135528,6,2
135528,2,3
135528,0,4
135528,7,6
135528,3,7
127933,6,0
127933,2,1
127933,1,2
127933,3,3
127933,0,4
127933,5,5
127933,4,6
127933,7,7
211821,4,0
211821,7,1
211821,6,2
211821,2,3
211821,5,4
211821,0,5
211821,3,6
211821,1,7
562446,0,0
562446,4,1
562446,2,2
562446,6,3
562446,7,4
562446,5,5
562446,1,6
562446,3,7
872158,6,0
872158,0,1
872158,3,2
872158,2,3
872158,4,4
872158,5,5
872158,7,6
872158,1,7
896879,7,0
896879,3,1
896879,1,2
896879,0,3
896879,2,4
896879,4,5
896879,6,6
896879,5,7
905147,7,1
905147,1,3
905147,3,4
905147,2,5
905147,6,6
905147,5,7
112819,3,0
112819,4,1
112819,0,2
112819,1,3
112819,2,4
112819,6,5
112819,5,6
112819,7,7
725751,2,0
725751,7,1
725751,6,2
725751,0,3
725751,1,4
725751,5,5
725751,4,6
725751,3,7
171431,2,0
171431,0,1
171431,6,2
171431,4,3
171431,5,4
171431,7,5
171431,1,6
171431,3,7
774663,7,0
774663,2,1
774663,4,2
774663,1,3
774663,0,4
774663,5,5
774663,6,6
774663,3,7
380036,6,0
380036,1,1
380036,0,2
380036,4,3
380036,3,4
380036,2,5
380036,5,6
380036,7,7
760551,1,0
760551,0,1
760551,7,2
760551,4,3
760551,6,4
760551,5,6
760551,3,7
802844,3,0
802844,7,1
802844,5,2
802844,2,3
802844,1,4
802844,0,6
802844,6,7
837964,0,0
837964,7,1
837964,5,2
837964,2,3
837964,6,4
837964,4,6
837964,1,7
412528,7,0
412528,0,1
412528,3,2
412528,5,3
412528,6,4
412528,4,5
412528,1,6
412528,2,7
195647,4,0
195647,2,1
195647,0,2
195647,1,3
195647,3,4
195647,7,6
195647,5,7
286650,6,0
286650,3,1
286650,1,2
286650,0,3
286650,5,4
286650,2,5
286650,7,6
286650,4,7
891667,2,0
891667,0,1
891667,5,2
891667,6,3
891667,4,4
891667,1,6
891667,7,7
257542,0,0
257542,4,1
257542,1,2
257542,3,3
257542,7,4
257542,2,6
257542,6,7
140117,5,0
140117,1,1
140117,7,2
140117,3,3
140117,4,4
140117,2,5
140117,0,6
140117,6,7
131419,2,0
131419,3,1
131419,4,2
131419,1,3
131419,6,4
131419,7,6
131419,0,7
165941,6,0
165941,2,1
165941,5,2
165941,0,3
165941,3,4
165941,1,7
392447,7,0
392447,6,1
392447,0,2
392447,5,3
392447,3,4
392447,4,5
392447,1,6
392447,2,7
123117,6,0
123117,3,1
123117,2,2
123117,4,3
123117,1,4
123117,5,5
123117,0,6
123117,7,7
552241,4,0
552241,5,1
552241,3,3
552241,7,4
552241,2,6
552241,0,7
644246,2,0
644246,5,1
644246,0,2
644246,3,3
644246,4,4
644246,1,5
644246,7,6
644246,6,7
368753,1,0
368753,3,1
368753,7,2
368753,2,3
368753,0,4
368753,5,6
368753,6,7
193845,1,0
193845,6,1
193845,4,2
193845,0,3
193845,5,4
193845,7,5
193845,3,6
193845,2,7
191437,5,0
191437,1,1
191437,2,2
191437,3,3
191437,0,4
191437,4,5
191437,6,6
191437,7,7
135124,5,0
135124,3,1
135124,1,2
135124,4,3
135124,7,5
135124,0,6
135124,2,7
275645,5,0
275645,6,1
275645,7,3
275645,4,4
275645,1,5
275645,3,6
275645,0,7
147737,0,0
147737,1,1
147737,2,2
147737,5,3
147737,3,5
147737,7,6
147737,4,7
174841,6,0
174841,0,1
174841,7,2
174841,1,3
174841,4,4
174841,5,5
174841,3,6
174841,2,7
191336,6,0
191336,4,1
191336,3,2
191336,0,3
191336,7,4
191336,5,5
191336,1,6
191336,2,7
788674,0,0
788674,3,1
788674,4,3
788674,6,4
788674,5,6
788674,7,7
588565,1,0
588565,2,1
588565,0,3
588565,7,4
588565,4,6
588565,5,7
149539,7,0
149539,1,1
149539,5,2
149539,6,3
149539,3,4
149539,0,5
149539,2,6
149539,4,7
188347,4,0
188347,5,1
188347,3,2
188347,6,3
188347,2,4
188347,1,5
188347,0,7
351938,2,0
351938,7,1
351938,3,2
351938,5,3
351938,0,4
351938,6,6
351938,1,7
486759,2,0
486759,6,1
486759,1,2
486759,4,3
486759,3,4
486759,0,5
486759,7,6
486759,5,7
160729,5,0
160729,6,1
160729,3,2
160729,1,3
160729,2,4
160729,0,5
160729,4,6
160729,7,7
753150,7,0
753150,6,1
753150,4,3
753150,0,4
753150,3,5
753150,5,6
753150,1,7
148133,7,0
148133,1,1
148133,5,2
148133,4,3
148133,2,4
148133,0,5
148133,3,6
148133,6,7
386250,2,0
386250,5,1
386250,3,3
386250,4,4
386250,6,5
386250,1,6
386250,0,7
103010,5,0
103010,1,1
103010,0,3
103010,6,4
103010,4,5
103010,2,6
103010,3,7
352738,1,0
352738,4,1
352738,5,2
352738,2,3
352738,6,4
352738,3,5
352738,7,6
352738,0,7
753251,5,0
753251,3,1
753251,7,2
753251,6,3
753251,1,4
753251,0,6
753251,4,7
810439,4,0
810439,2,1
810439,0,2
810439,3,3
810439,7,4
810439,1,6
810439,6,7
199453,4,0
199453,1,1
199453,5,2
199453,6,3
199453,2,4
199453,3,5
199453,0,6
199453,7,7
901038,3,0
901038,5,1
901038,0,2
901038,7,3
901038,1,4
901038,2,5
901038,6,6
901038,4,7
144125,6,0
144125,1,1
144125,5,2
144125,0,3
144125,4,4
144125,3,5
144125,2,6
144125,7,7
122418,7,0
122418,2,1
122418,5,2
122418,3,3
122418,6,4
122418,4,5
122418,1,6
122418,0,7
181131,3,0
181131,7,1
181131,4,2
181131,6,3
181131,1,4
181131,2,5
181131,5,6
181131,0,7
365343,0,0
365343,1,1
365343,7,2
365343,3,3
365343,5,4
365343,4,5
365343,2,6
365343,6,7
173940,1,0
173940,0,1
173940,6,2
173940,2,3
173940,4,4
173940,5,5
173940,7,6
173940,3,7
193239,5,0
193239,6,1
193239,3,2
193239,4,3
193239,2,4
193239,0,6
193239,7,7
749361,6,0
749361,4,1
749361,3,2
749361,2,3
749361,5,4
749361,1,5
749361,0,6
749361,7,7
884064,6,0
884064,1,1
884064,5,2
884064,7,3
884064,2,4
884064,3,5
884064,0,6
884064,4,7
800941,3,0
800941,0,1
800941,4,2
800941,7,3
800941,1,4
800941,2,5
800941,6,6
800941,5,7
355239,1,0
355239,5,1
355239,6,2
355239,7,3
355239,3,4
355239,2,5
355239,4,6
355239,0,7
214221,1,0
214221,3,1
214221,7,2
214221,6,3
214221,5,4
214221,0,6
214221,2,7
175035,6,0
175035,3,1
175035,2,2
175035,4,3
175035,0,4
175035,1,5
175035,7,6
175035,5,7
164131,0,0
164131,6,1
164131,3,2
164131,7,3
164131,1,4
164131,2,6
164131,5,7
154936,3,0
154936,6,1
154936,1,2
154936,2,3
154936,4,4
154936,5,5
154936,0,6
154936,7,7
480141,0,1
480141,1,2
480141,7,3
480141,5,4
480141,4,5
480141,3,6
480141,2,7
579867,0,0
579867,5,1
579867,7,2
579867,2,3
579867,3,4
579867,1,5
579867,6,6
579867,4,7
177746,3,0
177746,7,1
177746,2,2
177746,5,3
177746,6,4
177746,4,5
177746,1,7
382242,4,0
382242,7,1
382242,5,2
382242,6,3
382242,2,4
382242,1,5
382242,3,6
382242,0,7
599065,6,0
599065,7,1
599065,0,2
599065,3,3
599065,4,4
599065,5,5
599065,2,6
599065,1,7
194847,6,0
194847,0,1
194847,4,2
194847,5,3
194847,7,4
194847,1,5
194847,2,6
194847,3,7
856766,4,0
856766,3,1
856766,6,2
856766,0,3
856766,7,4
856766,1,5
856766,5,6
856766,2,7
124826,6,0
124826,4,1
124826,0,2
124826,7,3
124826,5,4
124826,2,5
124826,1,6
124826,3,7
143325,3,0
143325,1,1
143325,5,2
143325,2,3
143325,6,4
143325,0,5
143325,4,6
185947,6,0
185947,4,1
185947,3,2
185947,5,3
185947,1,4
185947,7,6
185947,0,7
809252,7,0
809252,5,1
809252,3,2
809252,4,3
809252,0,4
809252,6,5
809252,2,6
809252,1,7
453441,3,0
453441,4,1
453441,7,2
453441,5,3
453441,2,4
453441,1,5
453441,0,6
453441,6,7
168745,6,0
168745,2,1
168745,7,2
168745,3,3
168745,0,4
168745,4,5
168745,1,6
168745,5,7
123420,6,0
123420,1,1
123420,0,2
123420,5,3
123420,2,4
123420,4,5
123420,7,6
123420,3,7
290136,3,0
290136,6,1
290136,0,2
290136,7,3
290136,5,5
290136,1,6
290136,4,7
115825,6,0
115825,4,1
115825,3,2
115825,5,3
115825,0,4
115825,1,5
115825,2,6
115825,7,7
305830,7,0
305830,6,1
305830,3,2
305830,2,3
305830,5,4
305830,4,5
305830,1,6
305830,0,7
163836,6,0
163836,5,1
163836,1,2
163836,0,3
163836,4,4
163836,2,5
163836,7,6
163836,3,7
513736,2,0
513736,6,1
513736,4,2
513736,0,3
513736,7,4
513736,5,5
513736,3,6
308129,0,0
308129,4,1
308129,6,2
308129,2,3
308129,5,4
308129,1,5
308129,3,6
308129,7,7
578057,6,0
578057,1,1
578057,2,2
578057,7,3
578057,4,4
578057,5,6
578057,3,7
756055,7,0
756055,1,1
756055,3,2
756055,5,3
756055,4,5
756055,6,6
756055,2,7
165436,2,0
165436,5,1
165436,1,2
165436,3,3
165436,7,5
165436,4,6
165436,0,7
120111,1,0
120111,3,1
120111,0,2
120111,4,3
120111,5,5
120111,7,6
120111,2,7
567961,6,0
567961,5,1
567961,7,2
567961,4,3
567961,2,4
567961,1,6
567961,3,7
871964,4,0
871964,7,1
871964,5,2
871964,6,3
871964,1,4
871964,3,5
871964,2,6
871964,0,7
707749,3,0
707749,5,1
707749,0,2
707749,4,3
707749,2,5
707749,7,6
707749,6,7
209834,5,0
209834,6,1
209834,0,2
209834,1,3
209834,2,4
209834,3,5
209834,4,6
209834,7,7
541640,5,0
541640,7,1
541640,0,2
541640,2,3
541640,1,4
541640,6,5
541640,4,7
195041,0,0
195041,4,1
195041,1,2
195041,6,3
195041,5,4
195041,2,5
195041,3,7
102816,6,0
102816,3,1
102816,0,2
102816,4,4
102816,2,5
102816,7,6
102816,1,7
161832,0,0
161832,7,1
161832,3,2
161832,4,3
161832,1,4
161832,6,6
161832,5,7
475855,1,0
475855,0,1
475855,5,2
475855,2,3
475855,6,4
475855,4,5
475855,7,6
475855,3,7
485757,7,0
485757,2,1
485757,0,2
485757,6,3
485757,4,4
485757,5,5
485757,3,6
485757,1,7
561949,0,0
561949,3,1
561949,5,2
561949,1,3
561949,7,4
561949,6,5
561949,4,6
561949,2,7
146634,2,0
146634,3,1
146634,4,2
146634,7,3
146634,6,4
146634,0,5
146634,1,6
146634,5,7
573451,6,0
573451,4,1
573451,3,2
573451,5,3
573451,7,4
573451,2,5
573451,1,6
573451,0,7
341834,5,0
341834,4,1
341834,0,2
341834,2,3
341834,7,4
341834,1,5
341834,3,6
341834,6,7
734045,6,0
734045,7,1
734045,3,2
734045,0,3
734045,5,4
734045,2,5
734045,4,6
734045,1,7
175338,1,0
175338,0,1
175338,2,2
175338,3,3
175338,7,4
175338,4,5
175338,5,6
175338,6,7
433839,3,0
433839,5,1
433839,4,2
433839,2,3
433839,6,5
433839,0,6
433839,7,7
926862,3,0
926862,5,1
926862,7,2
926862,6,3
926862,1,4
926862,2,5
926862,0,6
926862,4,7
191033,7,0
191033,1,1
191033,3,2
191033,6,3
191033,4,4
191033,5,5
191033,0,6
191033,2,7
153934,3,0
153934,1,1
153934,4,2
153934,2,3
153934,6,4
153934,7,5
153934,0,6
153934,5,7
530635,4,0
530635,5,1
530635,3,2
530635,6,3
530635,0,4
530635,1,6
530635,7,7
930449,5,0
930449,0,1
930449,4,2
930449,1,3
930449,3,4
930449,6,6
930449,7,7
205220,1,0
205220,2,1
205220,7,2
205220,0,3
205220,5,4
205220,3,6
205220,4,7
199958,4,0
199958,3,1
199958,0,2
199958,5,3
199958,2,4
199958,1,5
199958,6,6
199958,7,7
566454,4,0
566454,1,1
566454,0,2
566454,2,3
566454,7,4
566454,5,5
566454,3,6
566454,6,7
919966,7,0
919966,4,1
919966,3,2
919966,6,3
919966,2,4
919966,1,5
919966,5,6
919966,0,7
557857,0,0
557857,7,1
557857,5,2
557857,1,3
557857,3,4
557857,6,5
557857,4,6
557857,2,7
119833,3,0
119833,1,1
119833,0,2
119833,6,3
119833,4,4
119833,7,5
119833,2,6
119833,5,7
176744,2,0
176744,3,1
176744,4,2
176744,7,3
176744,1,4
176744,6,5
176744,5,7
107422,7,0
107422,4,1
107422,6,2
107422,0,3
107422,1,6
107422,2,7
571144,1,0
571144,0,1
571144,5,2
571144,2,3
571144,3,4
571144,6,6
571144,7,7
133625,0,0
133625,1,1
133625,2,2
133625,5,3
133625,3,4
133625,7,5
133625,6,6
133625,4,7
169545,3,0
169545,1,1
169545,2,2
169545,0,3
169545,4,5
169545,7,6
169545,5,7
153833,4,0
153833,0,1
153833,5,2
153833,1,3
153833,2,4
153833,6,6
211215,4,0
211215,1,1
211215,7,2
211215,0,3
211215,2,4
211215,6,6
211215,5,7
204016,1,0
204016,7,1
204016,6,2
204016,2,3
204016,0,4
204016,5,5
204016,3,6
204016,4,7
381543,0,0
381543,3,1
381543,4,2
381543,7,3
381543,1,4
381543,6,5
381543,2,6
381543,5,7
623844,0,0
